file,start,end,predicted
audio/YKAqDCyINz4.wav,209.2,238.8,na stranke kovačevića koje je predsjednik nadzornog odbora stranke nekada davno bio poslai  stranke i na sebe svi ostali ljudi su praktično novi da ovoj političkoj ceii srbije a kažem 70 članstvo je izgubilo političku dnevinost ulaskom u novu stranku čiteti ći vaš manifest manifest nove stranke velma bitno mesto zauzima reforma izbornog zakonodavstva odnosno izbornog sistema ii
audio/YKAqDCyINz4.wav,238.8,268.0,povezujeti direktno izborni sistem sa odgovornošću o čemu se radi vi se zalažete za kombinaciju znači niste ni za proporcionalni i za većinski već za neki mešoviti kak po novoj stranci izgleda politička odgovornost to jeaprojekta reformi političkog sistema i to obuhvata i provede u parlamentu i provedbe u vladi i provede u izboru predsjednika načelnika odbornika
audio/YKAqDCyINz4.wav,268.0,295.5,ali da prvo obijasnim moje prvi ido danas u parlamentu imamo 250sa vača 250 ljudi koji nemaju svoj identitet koji su tamo izabrani nakon izbora gdje su lider i stranake su slikali po bilbordima ljudi su glasali za te likove sa bilborda i li koji su ke dali tamo svoje fotografije sa amature ili su četi puta proučenik u svote somden izgledali mlado optimistički ne znam kako
audio/YKAqDCyINz4.wav,295.5,321.5,onda su dobili nekakve glasove ti glasovi su pretvoreni u posladnička mesta i onda su ti lideri sa bilbrda kao na svedskom stolu birali svoje najveće stranačke poltrone da ih stave u parlament i onda smo dobili parlament akav kakav jeste da ja kk gledam kao nekog tko ovje trebao da zna skoro sve o političkoj seni srbije ne mogu da prepoznam koiz koje stranke a kamo ili kako se tko zove u tom parlamentua
audio/YKAqDCyINz4.wav,321.5,351.4,to je posljedica proporcionalnog sistema koji danas postoji mi predlažemo prvo da se broj postavnika u parlamentu smanji na 150 e sasim dovoljan broj sa ovu liku državu da ne govorim o osmanjivanju troškova koji jesu značajni nego to praktično diže rejting svakog od njih pojedinačno sto od tih 150 treba birati direktnim izborima to znači da srbija ima 100 izbornih jedinica
audio/YKAqDCyINz4.wav,351.4,380.8,i da svatko zna kad izlazi na izbore za koga glasa imenovi prezimeno ne za njegovog lidera ne za parolu koja stoji pored imena stranke nego za k je tug čovjeka tako inače bilo nad prvim izborima 90. godine i tako se danas na jedan sličan način biraju postavnici uova godini  je to promijenjeno 20. godie ne to je promijenjeno 2ovo drug godinepardon 90 druge godina
audio/YKAqDCyINz4.wav,380.8,409.9,znači na prvim višestranačkim izborima u srbiji 990 je bio čist većinski sistem a onda je to promijenjeno 92 godine u proporciona oni koji imamo  daa današnjem uč kombinovani koji mi predlažemo postoji danas u bojivodi ali da se vratim na naš trjedlog zna od 150 osnau ovoj skupštine srbije sto se biro direktno to znači od prilike da 60 milijuni ljudi bira
audio/YKAqDCyINz4.wav,409.9,437.7,svog poslanika to znači da bi recimo nišlije imale 4 ili 5 poslavnika ne znam tačno koliko je sad broj stanovnika 5 poslavnika vjerojatno i vi onda znate točno ko je vaš poslavnik koga ste biroli tko je došlo kod vas na vrata da vam traži glasove šta mi je obećao ne lično ne zajtin ulje i čajnikod vas kao neki dan u zajačelu nego šta da on promjeni suštinski
audio/YKAqDCyINz4.wav,437.7,466.6,društvu u državi u vašem gradu nišu u našem gradu ako to radi dobro vi ćete ga sretati pošto je vaša komšija može ga tapšo ekao ramenu možete aplatite kafu u nekoum kafiću ali ako ne radi dobro onda vi istu znate gdje on stanuje i ond j vaš kompšije i možete prirotnim rećima da mu kažete šta viste o tome što vas je izdao što ne radi ono što je obećalo ili da izaberete neki drugi način da vršite pritisak
audio/YKAqDCyINz4.wav,466.6,493.4,tako da on apsolutno više nikada neće moći da bude kandidat za tilo kakvo mastu 50 ostalih poslanika treba da se biru na isti način kao što se sad bira svih 250 zato što je to prilika da tu dobiju poslanik nacionalne manjine i da se iz tog proporcionalnog djela znači stranka  ima svoju listu od 50 da se  iz tog proporcionalnog dela
audio/YKAqDCyINz4.wav,493.4,523.2,popravi krvna slika postovničkog kluba recimo ako na vei kdel liste povedeovo jedna stranka dobije sve poslanike iz beograda da onda se ovog propacijenog može da stavi nekog poslanika iz unutrašnjosti ili obrnuto ako neko dobije samo iz unutrašnosti da odnos muških i ženskih poslovnika odnosno ravnopravnost spolova to je sistem koji postoji puno zemalja prije svega u skandinariju nemačkoj u vojvodini se tako isto biruj u poslovici na na sličan način
audio/YKAqDCyINz4.wav,523.2,549.1,i rezultati su recimo da budemo kod vojvolje u sastavu parlamenta sa ovog srpskog vezam da li to vi i vaši glradovici čitavci znaju ima 46 stranaka znači danas u su srpskom parlametu su vojvolesu ima 7 mislim da je to dovoljnon razita u nevačkoj ima 6 tako da je to onako prva
audio/YKAqDCyINz4.wav,549.1,578.9,dobra stvar koju ćemo da naiđemo primjenom ovog metoda mi pored toga predlažemo i da se promjeni način izbora vlade srbije prvo da ove vlada ima samo 10 članova predsjednika i 9 ministara to je isto moguće jeimo taksno koje ministarstvo ibilo tih 9 ali  sad emam vremena da o tome govorimo nego tu se bira mandataa za sastan vlade izađe
audio/YKAqDCyINz4.wav,578.9,606.9,parlament sa svojim programom sa svojim ciljevima i sa svojim sastavom vlade parlament bira njega i njegov kabinet i onda ovo kasnije može da sam menje ministre bez parlamenta trenutno u posrpskom zakonu parlament bilo cijelu vladu l cijelu vladuiom što vi predlažete parlament bi birao samo premijera a premijer bi onda sam mogao da menje ministre  bimera i ekabinet koji je on kasnije lože sam da
audio/YKAqDCyINz4.wav,606.9,630.9,menja recimo tako je bila savezna vlada poselje u kojoj sam ja bio tako da su to sve stvari koje su primjetjive i nemaju nikakav nije to nikaka velika revolucija samo su efektivno go volja šta je efekat toga prvo da vlada bude manja da ne govorim opet uštedam o smanjivanju i mogućnosti za bakaćenje koje danas imama oda imati hiljude ljudi koji se voze sa ovim automobilima pod
audio/YKAqDCyINz4.wav,630.9,659.1,a zaštitom i mnoge druge privilegije a opetsuštinskoki važna stvar je to je da stranki u koaliciji ne mogu da uceljuju premijera nego je premijer ravi šef vlade jer vi gorovite sad iz lično iskusta da i izvičko iskustva značpa moja vlada je fala tako što je po jednom organizovanom umalo da kažem kriminalnom grupom nego da kažemo bolje političkom akcijom
audio/YKAqDCyINz4.wav,659.1,688.0,je stranki iz opozicije stranke poraženog režima i mangupi u redovima dosad su dali jednoj stranci para da uskrati podršku mojoj vladi znači da pustimo to vreme ovako ćete za premijera imati apsolutno najodgovornijeg čovjeka koji je odgovoran za sveu vladi za i za pitanje ovog ministarstva onog ministarstva iza protiv gradne rakete
audio/YKAqDCyINz4.wav,688.0,717.5,i za financije i za sve a on bira svoje saradnike koji ćemu pomoći da sve te obaveze radi na najbolji način ovako i danas imate premjera koji je čuvar koalicije on mora malo da popustiti mora malo tamo mora da pegla odnos između dv ministra i morada neko klekne i da ga moli za nešto da negdje podvikne ali to nije posao premijera posao premijera je da on bude vodeća politička oličnost iz najjače stranke koji ima najveću podršku
audio/YKAqDCyINz4.wav,717.5,741.0,i tko je spreman daa svoja pleća stavi svu odgovornost kojoj iznosti vladu i samo pošto nam je ostalo oš malo vremena pomenuli ste decentralizaciju temu u kojoj se veolmno govori pogotovu na jugu odnosno kako b se reklo unutrašnjeti srbi pomenuli ste to i rekli decentralizacija bez regiona
audio/YKAqDCyINz4.wav,741.0,769.2,takako vi zamišljate vo jednostavno regioni postoje u nekim d kažem idu u većini europskih država kao model ecentralizacije ali to nije posljedica odluke koje je donijetla pred nekim dan ili prije nekom godinu nego je to posljedica tradicije tamo su države stvarane od grofovija od tih nekih malih nezavisnih gradova i to su prirodne granice regiona koji su s spojeli zamislite da u srbiji crtate ponovno granice
audio/YKAqDCyINz4.wav,769.2,799.0,pa to će za 5 godina da dovede ponovno do nekih problema tradicija srpske decentralizacije su jake lokalne samouprave i decentralizaciju srbije treba raditi tako što vojvodini treba vratiti taj nivo nadležnosti koje ona prirodno ima i da svim lokalnim samoupravama pa i vajvođarskim ali da govorimo sad o ovime što to su ovdje interesantnije se vrati imovina nadležnosti i odgovornost i time će se
audio/YKAqDCyINz4.wav,799.0,828.6,sa podizanjem nivoa budžeta odgovornosti nadležnosti povećati i ta decentralizacija ako danas imamo u ekonomskom smislu što je najvažnija stvar z za jednu državu a ovo što sam do sada govorio su preduslovi za jednu normalnu ekonomiju vi morate imate lokalna orhostat koja imaju mnogo više aktivizma u tome da dovedu nekog investitora da razmišljaju programski da projeju ciljeve da vide da li je možda dobro da daju neke
audio/YKAqDCyINz4.wav,828.6,857.6,dijelove svo građevinsko zemljište u zakupu da odlažu neka plaćanje da bi privukli neki investitori koji će biti dobri za razvoj jedne  tog kraja a ne da čekaju da neki ministar koji dovodi investitor tako što im daju po 10 mijarda eura po radnom mjestu da on bride o cijeloj državi da on bude  direktor srbije to ne vodi niščtamu imamo primjer ništaju primjer južnih opština
audio/YKAqDCyINz4.wav,857.6,873.1,gdje su investicije u zadnjih 7da 8a godina možemo da ih nao vrstima jedne ruke prebrojimo šta je uloženo u šta se u nišu izgradilo novo tamo 2 o ovo treće 4 pana ovoma
audio/YKAqDCyINz4.wav,873.1,896.8,vrlo malo nekoliko pogona a sve vrijeme su lokalne vlasti spavale ulikane u to da nemaju nadležnosti da to ne zavisi od njih znači decentralizacija podrazumijeva i mnogo više nima odgovornosti nego što danas imaju centralne vlasti pardon lokalne vlasti a samim tim treba da se razvst centralne vlasti koja inače
audio/YKAqDCyINz4.wav,896.8,925.4,ne pokazuju nikakvo interesovanje za bilo šta što se dešava vank kruga dvojki u brd i samo vrlo kratko trenutno zovete nova stranka hoćete biti nova stranka iz naravno naravno to je nova stranka di je pitanje nedostatka boljeg imena nego programski naziv nova stranka znači da ćemo uvijek davati novu energijiu da će ovj dolaziti neki novi ljudi koji će davati nove ideje novi zelan se zove onovi zelanc bez 10ta godina nema demokratija kao
audio/YKAqDCyINz4.wav,925.4,950.1,jedna grčka partije su uvijek zove nova demokratije i tonikome nesmeta tako da ovo nije jezički oksimoran iili politička greška nego to je cilj da i svojim ivenom e obavežemo da ćemo stalno biti novi sa vremeniji i moderniji efikasniji hvala am na vremenu koju ste dojeli bila ovo emisije 15 minuta naš gor zovran žilković ja sam predrag blagojević
audio/2QShGnPuVjQ.wav,11.2,38.7,srbija e napravila veliki napredak u pristupanju o euu bar gledanom na papiru a koliko smo zaista blizu eu razgovaramo sa ambasadorom maiklom 9portom gospdine deenport dosta dugoste u srbiji pretpostavljem ste bar probali rakiju jedan od domaćih brendova građani se ovdje boje često da kada budemo pristupili u eu nećemo smetit to perčemu rakiju imali istinu u tomeii
audio/2QShGnPuVjQ.wav,38.7,66.2,hvala na pitanju vi ste prvi novinar u srbi kojim je postavio oo veoma no itanje i dobra je prilika da odgovorim na vaše pitanje u tome želim da vam ž srbija nije nikakav izuzetak mislim da svaka zemlja ima svoje
audio/2QShGnPuVjQ.wav,66.2,94.5,svojesvoja pića svoja ekfleki ekvivalentna pića npr u mađarskoj u rumuniji u austriji imaju svoja pića ai to je slivovic ili palinka itd znači je tonije srbije jedina zemlje koja ima svoje
audio/2QShGnPuVjQ.wav,94.5,121.0,uljubljene piće stvar je dosta jednostavno  svako ima naravno pravo da peće što god što god želi da peče zza lične potrebe u svakoj
audio/2QShGnPuVjQ.wav,121.0,150.0,zemlji članici eu jeste tako nisu predstali da peću parnih u mađarskoj poslije nakon pristupinj eu reći o tome za piča koja se proizvode npr za široku prodaju za široku potrošnju
audio/2QShGnPuVjQ.wav,150.0,175.5,naravno da važe pravila koja zaštite kvalitet proizvoda itd to je samo za u slučaj prodaje za korist potrošača da znaju šta piju ali za
audio/2QShGnPuVjQ.wav,175.5,205.5,običnog građana koji peče za svoje lične za polodicu itko d nije to nije to kako toj stvari sa uzgojemaij mislim da je priča sličnjaka u vezi sa rakijom i u tome srbija nije izuzetak naravno da
audio/2QShGnPuVjQ.wav,205.5,227.4,zemlje druge zemlje u ovom regionu imaju slične običaje čak i u drugim djelovima europe npr u španji portugali i drugim zemljama imaju slične običaje
audio/2QShGnPuVjQ.wav,227.4,254.4,mislim da je poznata kod vas kao svino kor nije u tome srbjenikakavizuzefek ljudi koji uzgajaju sinje za ličnu upotrebu meso koje sami prave moćeće i dalje da rade reći o tome za lične potrebe za potrebe svog
audio/2QShGnPuVjQ.wav,254.4,266.5,domaćinstva nije to nikakav problem međutim ako je reći o prodaji o
audio/2QShGnPuVjQ.wav,266.5,295.1,prodai tog proizvoda tih proizvoda naravno da u interesu je potrošača da ima pravila koje zaštite kvalitettog proizvoda i to je ta razlikaada neemoćiaoa mislim da nenema razloga u mađarskoj u astri u drugim što se tiče njihovih
audio/2QShGnPuVjQ.wav,295.1,323.0,proizvoda mislim da nema razloga za strah n ni u srbiji govorili smo o predrasudama koje građani u srbiji imaju po pitanju pristupanja eu postojili predrasude u europo po pitanju pristupanja srbijeja mislim da postoji vjerojatno ograničeno znanje
audio/2QShGnPuVjQ.wav,323.0,351.5,u većini većini zemalja eu malo ljudi malo znaju o srbiji malo znaju o vašim tradicijamajoš manje znaju o tome kako izgleda srbija danas i
audio/2QShGnPuVjQ.wav,351.5,376.1,ali mislim da će mislim da se to menjanaboljemislim da se to menja zbog većeg broja kontakata između srba i građana drugih zemalja naravno zbog toga što
